20:00 Liverpool v AFC Bournemouth
12:30 Aston Villa v Newcastle United
Brighton & Hove Albion v Fulham
Nottingham Forest v Brentford
Sunderland v West Ham United
Tottenham Hotspur v Burnley
17:30 Wolverhampton Wanderers v Manchester City
14:00 Chelsea v Crystal Palace
16:30 Manchester United v Arsenal
20:00 Leeds United v Everton
AFC Bournemouth v Wolverhampton Wanderers
Arsenal v Leeds United
Brentford v Aston Villa
Burnley v Sunderland
Crystal Palace v Nottingham Forest
Everton v Brighton & Hove Albion
Fulham v Manchester United
Manchester City v Tottenham Hotspur
Newcastle United v Liverpool
West Ham United v Chelsea
Aston Villa v Crystal Palace
Brighton & Hove Albion v Manchester City
Chelsea v Fulham
Leeds United v Newcastle United
Liverpool v Arsenal
Manchester United v Burnley
Nottingham Forest v West Ham United
Sunderland v Brentford
Tottenham Hotspur v AFC Bournemouth
Wolverhampton Wanderers v Everton
AFC Bournemouth v Brighton & Hove Albion
Arsenal v Nottingham Forest
Brentford v Chelsea
Burnley v Liverpool
Crystal Palace v Sunderland
Everton v Aston Villa
Fulham v Leeds United
Manchester City v Manchester United
Newcastle United v Wolverhampton Wanderers
West Ham United v Tottenham Hotspur
AFC Bournemouth v Newcastle United
Arsenal v Manchester City
Brighton & Hove Albion v Tottenham Hotspur
Burnley v Nottingham Forest
Fulham v Brentford
Liverpool v Everton
Manchester United v Chelsea
Sunderland v Aston Villa
West Ham United v Crystal Palace
Wolverhampton Wanderers v Leeds United
Aston Villa v Fulham
Brentford v Manchester United
Chelsea v Brighton & Hove Albion
Crystal Palace v Liverpool
Everton v West Ham United
Leeds United v AFC Bournemouth
Manchester City v Burnley
Newcastle United v Arsenal
Nottingham Forest v Sunderland
Tottenham Hotspur v Wolverhampton Wanderers
AFC Bournemouth v Fulham
Arsenal v West Ham United
Aston Villa v Burnley
Brentford v Manchester City
Chelsea v Liverpool
Everton v Crystal Palace
Leeds United v Tottenham Hotspur
Manchester United v Sunderland
Newcastle United v Nottingham Forest
Wolverhampton Wanderers v Brighton & Hove Albion
Brighton & Hove Albion v Newcastle United
Burnley v Leeds United
Crystal Palace v AFC Bournemouth
Fulham v Arsenal
Liverpool v Manchester United
Manchester City v Everton
Nottingham Forest v Chelsea
Sunderland v Wolverhampton Wanderers
Tottenham Hotspur v Aston Villa
West Ham United v Brentford
AFC Bournemouth v Nottingham Forest
Arsenal v Crystal Palace
Aston Villa v Manchester City
Brentford v Liverpool
Chelsea v Sunderland
Everton v Tottenham Hotspur
Leeds United v West Ham United
Manchester United v Brighton & Hove Albion
Newcastle United v Fulham
Wolverhampton Wanderers v Burnley
Brighton & Hove Albion v Leeds United
Burnley v Arsenal
Crystal Palace v Brentford
Fulham v Wolverhampton Wanderers
Liverpool v Aston Villa
Manchester City v AFC Bournemouth
Nottingham Forest v Manchester United
Sunderland v Everton
Tottenham Hotspur v Chelsea
West Ham United v Newcastle United
Aston Villa v AFC Bournemouth
Brentford v Newcastle United
Chelsea v Wolverhampton Wanderers
Crystal Palace v Brighton & Hove Albion
Everton v Fulham
Manchester City v Liverpool
Nottingham Forest v Leeds United
Sunderland v Arsenal
Tottenham Hotspur v Manchester United
West Ham United v Burnley
AFC Bournemouth v West Ham United
Arsenal v Tottenham Hotspur
Brighton & Hove Albion v Brentford
Burnley v Chelsea
Fulham v Sunderland
Leeds United v Aston Villa
Liverpool v Nottingham Forest
Manchester United v Everton
Newcastle United v Manchester City
Wolverhampton Wanderers v Crystal Palace
Aston Villa v Wolverhampton Wanderers
Brentford v Burnley
Chelsea v Arsenal
Crystal Palace v Manchester United
Everton v Newcastle United
Manchester City v Leeds United
Nottingham Forest v Brighton & Hove Albion
Sunderland v AFC Bournemouth
Tottenham Hotspur v Fulham
West Ham United v Liverpool
AFC Bournemouth v Everton
Arsenal v Brentford
Brighton & Hove Albion v Aston Villa
Burnley v Crystal Palace
Fulham v Manchester City
Leeds United v Chelsea
20:00 Liverpool v Sunderland
20:00 Manchester United v West Ham United
Newcastle United v Tottenham Hotspur
Wolverhampton Wanderers v Nottingham Forest
AFC Bournemouth v Chelsea
Aston Villa v Arsenal
Brighton & Hove Albion v West Ham United
Everton v Nottingham Forest
Fulham v Crystal Palace
Leeds United v Liverpool
Manchester City v Sunderland
Newcastle United v Burnley
Tottenham Hotspur v Brentford
Wolverhampton Wanderers v Manchester United
Arsenal v Wolverhampton Wanderers
Brentford v Leeds United
